id,uuid,status,replica_uuid,persona_uuid,context_override,owner_id,webhook_url,is_deleted,created_at,updated_at
1586017,cb55f35caa2d148b,ended,r6ae5b6efc9d,p3fa9ef8a685,,76285,,FALSE,2025-06-25 0:09:47,2025-06-25 0:12:21
575345,c7c6d127b901,ended,r4c41453d2,p2fbd605,,5815,,FALSE,2025-02-18 23:34:03,2025-02-18 23:36:50
828341,c57e857d7891,ended,r084238898,pfeb2d23c8c1,,33806,,FALSE,2025-03-24 7:18:07,2025-03-24 7:18:50
995607,cf4cb2e7f452,ended,r4c41453d2,p14138b169b9,,5514,,FALSE,2025-04-08 15:26:56,2025-04-08 15:27:31
1609257,c39f24963b61341a,ended,re1074c227,p8d0976a736f,,82115,,TRUE,2025-06-28 14:51:42,2025-06-30 13:53:26
1396175,c00199e8b42e,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 3:44:44,2025-06-02 3:49:50
2014999,c3a67776d561647f,ended,r4c41453d2,p2fbd605,,101591,,FALSE,2025-09-02 21:10:44,2025-09-02 21:12:47
2060706,c8d7feda136fc42b,ended,r4c41453d2,p2fbd605,,91833,,FALSE,2025-09-09 10:59:56,2025-09-09 11:01:19
1754291,caa1f1a59b4284c2,ended,r3fbe3834a3e,p2d6d98fda08,,42382,,TRUE,2025-07-22 13:20:20,2025-07-22 13:25:31
2061822,c72e68c39e3cb4c8,ended,rb011dc39e53,p6eb5b58c374,,81620,,FALSE,2025-09-09 13:58:06,2025-09-09 13:58:52
1408152,ce11cf1af248,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 15:45:18,2025-06-02 15:50:23
1604146,ca197df1303134a6,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-27 17:38:24,2025-06-27 17:38:32
1589119,c4fe5ba62404a471,ended,rc2146c13e81,pa157c0908e7,,80306,,FALSE,2025-06-25 12:33:31,2025-06-25 12:36:08
631034,c5dce7b9dfbe,ended,r0b262e2065e,p8f9435ccc9a,,38134,,FALSE,2025-02-26 20:11:47,2025-02-26 20:14:50
421635,c77736711a38,ended,r52da2535a,p2b07c428eeb,,30535,,FALSE,2025-01-13 13:37:46,2025-01-13 13:43:29
1923959,c90d9c77df0ac483,ended,r480d254890a,pf30c3dd0ba4,,5514,,FALSE,2025-08-19 8:09:37,2025-08-19 8:10:11
1409868,c18463bb9b33,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 17:22:48,2025-06-02 17:27:53
748157,c6f59f5eca3b,ended,r3e40ac6bd31,p85b39415534,,14887,,FALSE,2025-03-13 13:50:17,2025-03-13 13:53:51
704793,c2334111f295,ended,rb17cf590e15,p0f105b5b82e,,1,,FALSE,2025-03-08 16:26:23,2025-03-08 16:28:06
2007227,c05d2213583a7412,ended,r6ae5b6efc9d,p2374fbdb5f9,,101490,,FALSE,2025-09-01 19:10:59,2025-09-01 19:16:02
1612427,cbab6c49f3e5c41b,ended,r6ae5b6efc9d,pc55154f229a,,5815,,FALSE,2025-06-29 2:40:22,2025-06-29 2:48:10
1601569,ca9a864d6ca1844d,ended,rbb0f535dd,pd43ffef,,82015,,FALSE,2025-06-27 9:55:06,2025-06-27 9:55:15
1379015,c47a5f8b7000,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-01 7:34:40,2025-06-01 7:39:45
1513345,c9c4fa21066ba4d6,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-12 17:51:49,2025-06-12 17:52:38
1798925,cde7137350a11414,ended,r084238898,pipecat0,,30856,,FALSE,2025-07-30 0:50:01,2025-07-30 0:55:09
1581333,cb6cf9160c1294c4,ended,rb0bcf50767b,pfd15143b7d0,,64661,,FALSE,2025-06-24 10:27:20,2025-06-24 10:30:52
1386065,ce933e14df0d,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-01 15:04:37,2025-06-01 15:05:11
424932,cc52199a72d4,ended,r79e1c033f,p48918fad341,,5514,,FALSE,2025-01-14 15:49:49,2025-01-14 15:50:12
1871162,c209af424608b431,ended,r480d254890a,p5d85f2a37ca,,5514,,FALSE,2025-08-10 7:25:39,2025-08-10 7:26:12
1904514,cf66e485ec0104a7,ended,rfe12d8b9597,pbedb16efa2d,,21661,,FALSE,2025-08-15 8:08:21,2025-08-15 8:09:11
796356,cebf1c37ee59,ended,r4c41453d2,pa2e0aa78af9,,5514,,FALSE,2025-03-19 19:51:36,2025-03-19 19:52:11
1569506,c30412281a33c423,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-06-21 23:06:15,2025-06-21 23:06:43
582804,cea2571e4074,ended,r79e1c033f,p11c72ee349e,,5514,,FALSE,2025-02-20 9:25:37,2025-02-20 9:26:15
1437037,c6b66f7ec3965491,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-04 0:17:59,2025-06-04 0:20:42
650964,c5e60e9ad2c5,ended,r79e1c033f,p9a95912,,1,,FALSE,2025-03-02 1:10:00,2025-03-02 1:10:26
1395642,c938e2034499,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 3:09:07,2025-06-02 3:09:22
1690676,cb9117139d7f44eb,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-07-11 19:48:19,2025-07-11 19:53:26
1242965,c53750d8f8df,ended,rc7c507a66f5,pee79dd3ce84,,40858,,FALSE,2025-05-14 10:27:35,2025-05-14 10:29:57
1130052,c768540b8ab7,ended,rea01a394065,p134c843efc0,,40200,,FALSE,2025-04-24 19:58:20,2025-04-24 19:59:57
1582552,c055bd18f186d44e,ended,r6ae5b6efc9d,pc55154f229a,,80935,,FALSE,2025-06-24 14:41:23,2025-06-24 14:41:34
1627262,c8165de1ae605409,ended,r9d30b0e55ac,pff622936851,,41885,,FALSE,2025-06-30 23:06:04,2025-06-30 23:07:07
1368792,c39d4acc0622,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-05-31 15:25:03,2025-05-31 15:30:09
758409,c1a4185932ed,ended,r4c41453d2,p8604d416bc5,,5514,,FALSE,2025-03-14 17:37:21,2025-03-14 17:37:56
1700780,cd26039bc71d443a,ended,rb233d6cf44e,p2b2a428bfb1,,13442,,FALSE,2025-07-14 12:00:24,2025-07-14 12:05:29
925698,c6ee6987df77,ended,rc9647f682ee,p677dcedac2b,,33289,,FALSE,2025-04-01 23:27:18,2025-04-01 23:30:50
690410,c43c06ef5706,ended,rb17cf590e15,p0f105b5b82e,,1,,FALSE,2025-03-07 7:45:11,2025-03-07 7:45:44
775701,c68932dbff63,ended,rfd03e9ebc,pcd8c14acf46,,23021,,FALSE,2025-03-17 15:53:17,2025-03-17 15:56:15
651356,c0443fbf4e6f,ended,r79e1c033f,p9a95912,,1,,FALSE,2025-03-02 3:38:58,2025-03-02 3:39:10
1092040,cd22edde9b99,ended,r4c41453d2,p23b1e8db536,,5514,,FALSE,2025-04-19 10:41:20,2025-04-19 10:41:55
1768458,c5297a38017ba487,ended,r6e6577dc835,p90d06afe018,,39935,,FALSE,2025-07-24 12:00:24,2025-07-24 12:02:28
1393951,c89c3eeb9bfe,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 1:18:07,2025-06-02 1:23:13
1667060,c6eff7fb21ab94f0,ended,r92debe21318,p938c814afc5,,87751,,FALSE,2025-07-08 11:25:15,2025-07-08 11:25:33
1921605,c2ea5d2d886564fa,ended,r6ae5b6efc9d,p2374fbdb5f9,,98967,,FALSE,2025-08-18 20:29:03,2025-08-18 20:32:30
1844618,c0757501644c2462,ended,rf4703150052,p5dbb09ad7f2,,96703,,FALSE,2025-08-06 9:58:08,2025-08-06 10:03:14
490089,c7033e8784d4,ended,r79e1c033f,p9a95912,,1,,FALSE,2025-01-30 19:51:04,2025-01-30 19:54:35
549926,cc615ae292a9,ended,r380a796aaaa,pbab6ae16b48,,13442,,FALSE,2025-02-13 16:58:56,2025-02-13 17:02:00
683885,c0aa7fca02cd,ended,r480d254890a,pbe58d8599eb,,5514,,FALSE,2025-03-06 16:52:06,2025-03-06 16:52:40
1343928,cf348636a486,ended,rf4703150052,pdced222244b,,70129,,FALSE,2025-05-30 11:09:36,2025-05-30 11:09:58
897843,cf6883a3bf32,ended,r0c4d42ecf0b,p54fdd192a45,,49574,,FALSE,2025-03-28 22:42:49,2025-03-28 22:46:09
1278066,c80c148bd69f,ended,r4c41453d2,p3ac4b9fae20,,5514,,FALSE,2025-05-20 11:27:51,2025-05-20 11:28:29
1548059,ca5c119aabd44479,ended,rb6f1c308f5c,p0ab1eba0572,,33807,,FALSE,2025-06-18 12:52:21,2025-06-18 12:55:17
846579,c26c32509378,ended,r084238898,pbb1d3ee5e55,,33806,,FALSE,2025-03-26 5:36:05,2025-03-26 5:36:21
1354990,c69bfcf8c0d0,ended,rb17cf590e15,pe3b399816a5,,43522,,FALSE,2025-05-30 20:41:25,2025-05-30 20:42:16
1590272,cf6cf570a24dd41f,ended,rb17cf590e15,pb08231d25e9,,76324,,FALSE,2025-06-25 15:23:08,2025-06-25 15:28:24
1147228,ccd2be6eb144,ended,r4c41453d2,pe5bb789ad86,,5514,,FALSE,2025-04-28 4:11:36,2025-04-28 4:12:12
1268603,c49a27d602c7,ended,r4c41453d2,pbcb1b6a839f,,5514,,FALSE,2025-05-18 16:07:19,2025-05-18 16:07:53
1262364,cb467fd62ce1,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-05-16 20:18:08,2025-05-16 20:20:08
1183569,cea8c15d0cb1,ended,r9d30b0e55ac,pe13ed370726,,63624,,FALSE,2025-05-04 8:59:50,2025-05-04 9:00:19
1439317,cab5c79fe6bc241a,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-04 2:52:45,2025-06-04 2:57:50
1472287,c627066179a4041e,ended,r79e1c033f,p9a95912,,2064,,FALSE,2025-06-07 3:52:59,2025-06-07 3:54:43
1623512,cca935bcd22ac4ad,ended,r4317e64d25a,pcd2c84e5c66,,79887,,FALSE,2025-06-30 15:24:21,2025-06-30 15:29:35
1408278,c44c0f4d231d,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 15:52:01,2025-06-02 15:57:07
404933,c19ed67f922b,ended,r09fec0a94,pcddd5a6,,5903,,FALSE,2025-01-09 19:41:04,2025-01-09 19:44:08
1049764,cbdc7b5e3b9e,ended,r27d33821d8b,p0f105b5b82e,,1,,FALSE,2025-04-13 19:03:51,2025-04-13 19:08:57
1711852,c2aade20cf3024c8,ended,r4317e64d25a,,,89234,,TRUE,2025-07-15 19:05:11,2025-07-15 19:06:26
1402998,c63324507ad9,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 10:34:26,2025-06-02 10:34:32
1636172,cbccdb1e8de474ab,ended,r5e3637d5b72,p4c453c3ada1,,24708,,FALSE,2025-07-02 7:52:12,2025-07-02 7:54:37
1515431,cd33b81f5ffbb43c,ended,r89d84ea6160,pfcb1de3184b,,75495,,FALSE,2025-06-13 2:08:06,2025-06-13 2:11:16
1236961,cce236903b0c,ended,r14ea4b254d5,pe13ed370726,,50110,,FALSE,2025-05-13 15:14:45,2025-05-13 15:19:02
568637,c8ef3cc1be30,ended,r4c41453d2,p084c2c425f4,,5514,,FALSE,2025-02-17 17:34:18,2025-02-17 17:34:52
1210271,cc14da5e76aa,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-05-08 10:45:03,2025-05-08 10:45:40
1810225,ce54e012e0a714e6,ended,rb503aefbca3,p1a136ffe448,,84280,,FALSE,2025-07-31 12:11:10,2025-07-31 12:16:16
495193,c06feb9340a9,ended,r529f03a746d,pb8572f743a2,,34353,,FALSE,2025-01-31 22:41:28,2025-01-31 22:42:06
409700,c88205033b78,ended,r79e1c033f,p9a95912,,1,,FALSE,2025-01-10 9:38:36,2025-01-10 9:38:43
918659,c071d326c85d,ended,r0fa719276c4,pbcd5c3aa6a3,,3618,,FALSE,2025-04-01 3:15:56,2025-04-01 3:21:02
1367988,c71c565867d0,ended,r4c41453d2,pfa23a6d557e,,5514,,FALSE,2025-05-31 14:28:24,2025-05-31 14:28:59
1257910,c3d9fb8d8bc7,ended,rb17cf590e15,,,49893,,FALSE,2025-05-16 3:57:31,2025-05-16 4:02:37
681495,c3fe8d52746c,ended,r79e1c033f,p9a95912,,1,,FALSE,2025-03-06 9:42:37,2025-03-06 9:44:00
878628,cb6e04e4abda,ended,r084238898,pccc3a162b3e,,35518,,TRUE,2025-03-28 5:56:34,2025-03-28 5:57:10
1990517,c845415d0a86a4c3,ended,r41f994a1832,p6cd861abdfa,,97773,,FALSE,2025-08-29 1:17:25,2025-08-29 1:22:56
1352374,ca5a9b05c91e,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-05-30 18:19:18,2025-05-30 18:21:14
1265315,c2f11b703ade,ended,rf4703150052,pipecat0,,67636,,FALSE,2025-05-17 16:24:05,2025-05-17 16:24:11
1040433,c66b3d9a1395,ended,r4c41453d2,pfeb3cc1137b,,5514,,FALSE,2025-04-12 5:53:52,2025-04-12 5:54:28
1532477,c50d5a12b53c641a,ended,r9c55f9312fb,p31ebd8c3f11,,66576,,FALSE,2025-06-16 9:36:33,2025-06-16 9:38:27
934875,cca693058f43,ended,r14ea4b254d5,pcdbeab46ec5,,24798,,FALSE,2025-04-03 1:40:01,2025-04-03 1:41:07
784732,cfeb01e927b8,ended,r0e341823b41,p8a72a2d740c,,48287,,FALSE,2025-03-18 16:15:56,2025-03-18 16:16:12
835746,c18e8b9e9654,ended,r084238898,pbb1d3ee5e55,,33806,,FALSE,2025-03-25 3:13:30,2025-03-25 3:13:41
1367494,c7294cb16189,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-05-31 13:53:25,2025-05-31 13:58:31
1359476,cb896010a1de,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-05-31 4:19:02,2025-05-31 4:19:21
1739419,c2f6736b55be746e,ended,r70c81a0519b,p9f8607aa041,,50732,,FALSE,2025-07-19 17:09:31,2025-07-19 17:24:40
1246289,c76a456afe9c,ended,rf4703150052,p48fdf065d6b,,64746,,FALSE,2025-05-14 18:49:04,2025-05-14 18:49:25
1492647,c7c619efbc215470,ended,rf4703150052,p399ee0dc5d4,,75439,,FALSE,2025-06-10 9:42:52,2025-06-10 9:42:57
551603,c5841b023b85,ended,r79e1c033f,p9a95912,,1,,FALSE,2025-02-13 23:32:18,2025-02-13 23:34:23
1975885,cfd4ac873980f4e2,ended,r79e1c033f,p09cd80bae3b,,5514,,FALSE,2025-08-27 1:36:59,2025-08-27 1:37:32
1705828,c8127da83f13e455,ended,r9d30b0e55ac,pf35fb17ac0a,,41885,,FALSE,2025-07-15 0:25:54,2025-07-15 0:29:16
1277002,cbd1429adf98,ended,rbb0f535dd,pd43ffef,,67210,,FALSE,2025-05-20 6:54:57,2025-05-20 6:55:12
1549658,c934ae986603242e,ended,r9fa0878977a,pefdc901260c,,78667,,FALSE,2025-06-18 16:36:08,2025-06-18 16:36:16
1437292,c8f7447d7f205420,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-04 0:42:21,2025-06-04 0:47:26
1618782,c258d9c4904dc43f,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-06-30 4:10:08,2025-06-30 4:10:20
2055566,c978141346ef94ae,ended,rbad6d3add03,p84fba5740e8,,72737,,FALSE,2025-09-08 18:21:20,2025-09-08 18:26:27
1759685,cd250d0eca6ec4fd,ended,r9fa0878977a,p985de910cb3,,88054,,FALSE,2025-07-23 7:47:16,2025-07-23 7:48:19
1515573,cbe7f78d50b0743f,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-13 3:06:32,2025-06-13 3:06:40
831633,c8da03002c65,ended,r79e1c033f,p8b6bec19b77,,14053,,FALSE,2025-03-24 16:19:03,2025-03-24 16:24:10
2057700,c90b9b6805bf6410,ended,rd3ba0f30551,p69c1fa66877,,12243,,FALSE,2025-09-08 23:16:23,2025-09-08 23:17:35
1087967,c05239b734e0,ended,r27d33821d8b,p0f105b5b82e,,1,,FALSE,2025-04-18 14:47:51,2025-04-18 14:52:21
1572801,c512f1ef848ef416,ended,re0eae1fbe11,pc379e906cf6,,72963,,FALSE,2025-06-22 20:54:06,2025-06-22 20:56:27
838109,c92b8eac608a,ended,r480d254890a,p4d4863196cf,,5514,,FALSE,2025-03-25 9:49:30,2025-03-25 9:50:05
1942550,cec46e9f776c641a,ended,rfa1129f961d,pa8720eb4f00,,29191,,FALSE,2025-08-21 13:47:05,2025-08-21 13:48:54
1736787,cee50962b571a41e,ended,rb17cf590e15,p9ec3e945c3f,,2769,,FALSE,2025-07-19 5:45:55,2025-07-19 5:46:30
1983949,c79d6be029df3451,ended,r6ae5b6efc9d,p2374fbdb5f9,,100762,,FALSE,2025-08-28 4:47:55,2025-08-28 5:47:01
1782586,cabcc1912049e476,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-07-27 14:08:33,2025-07-27 14:10:02
1743576,c8a5e156fbb8540b,ended,rce7e532b917,p9afb5703f4d,,39137,,FALSE,2025-07-21 3:57:16,2025-07-21 3:59:27
1919908,ca25079852f4543b,ended,ree230fddf7e,p04b9e12e3c1,,81301,,FALSE,2025-08-18 16:03:19,2025-08-18 16:04:55
1511743,cf49c8c6ed1594f1,ended,r92debe21318,p6643b2d4e8d,,68012,,FALSE,2025-06-12 13:54:29,2025-06-12 13:56:34
1999404,ca689e80df7f643c,ended,r4c41453d2,pe7c30548098,,5514,,FALSE,2025-08-30 23:52:38,2025-08-30 23:53:11
1559326,cdf584313a38f4eb,ended,r18357fe58a7,p45bdf5c895c,,62815,,FALSE,2025-06-20 0:26:14,2025-06-20 0:29:12
1630162,cd4e9a00d6f3e475,ended,rb17cf590e15,p11951383497,,85102,,FALSE,2025-07-01 11:30:20,2025-07-01 11:35:26
1418942,cc08d0334fe2,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-03 2:49:29,2025-06-03 2:50:22
946998,c472f2832133,ended,r9602e00bd30,pipecat0,,26381,,FALSE,2025-04-04 8:24:59,2025-04-04 8:26:14
2053228,c03d4ac5f7de5442,ended,r1f34871f3b8,p60c1f9fc179,,56720,,TRUE,2025-09-08 13:26:03,2025-09-08 13:27:02
1313083,c64444c16bb8,ended,r4c41453d2,pd14981c3919,,5514,,FALSE,2025-05-27 3:35:11,2025-05-27 3:35:48
1976443,cf64c21a5cd894b9,ended,rf4703150052,p315586439b0,,100557,,FALSE,2025-08-27 4:50:29,2025-08-27 4:50:56
1718869,c6b53967f2ca8481,ended,r92debe21318,p5031734a44c,,33806,,FALSE,2025-07-16 18:07:34,2025-07-16 18:08:40
1146228,c745a513b7f6,ended,r4c41453d2,p14b3983741d,,5514,,FALSE,2025-04-27 21:51:08,2025-04-27 21:51:43
1625820,c0d7b88c94d0b4b2,ended,rf4703150052,pc1e4bceec8d,,78171,,FALSE,2025-06-30 19:21:55,2025-06-30 19:25:27
1720152,cc7066045b17f490,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-07-16 22:11:04,2025-07-16 22:13:14
1854930,c90c0389297b149c,ended,r4c41453d2,pf5afb816fcf,,5514,,FALSE,2025-08-07 13:50:57,2025-08-07 13:51:30
433419,cf642fa2bb89,ended,r79e1c033f,pa5cfbadf8cf,,5514,,FALSE,2025-01-16 16:06:10,2025-01-16 16:06:33
1572891,c002c6fabcc694b8,ended,r393c989e2,p4e89706d4f9,,67755,,FALSE,2025-06-22 21:07:51,2025-06-22 21:08:42
1426719,c2913cc9f9ef,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-03 11:02:58,2025-06-03 11:03:06
1583888,c722db759702f48f,ended,rbfadb437a1e,,,11204,,FALSE,2025-06-24 18:07:14,2025-06-24 18:12:20
1210199,c6e80276859e,ended,rceca094ca30,pbc11331,,12270,,FALSE,2025-05-08 10:32:04,2025-05-08 10:32:17
1898167,cfb56a950a594496,ended,r6ca16dbe104,pipecat-stream,,94659,,FALSE,2025-08-14 8:51:53,2025-08-14 8:52:08
713049,c88c3009af88,ended,r480d254890a,pc0e0bb4770a,,5514,,FALSE,2025-03-09 21:50:03,2025-03-09 21:50:37
1836642,c0a06069da713429,ended,r1f34871f3b8,p60c1f9fc179,,56720,,TRUE,2025-08-05 10:50:11,2025-08-05 10:52:26
1103697,c3c6af54a499,ended,rf4703150052,p052bb0f7f22,,59938,,FALSE,2025-04-21 17:35:43,2025-04-21 17:37:46
927459,cd4e8c2256ee,ended,rb17cf590e15,p85620adcb22,,50209,,FALSE,2025-04-02 6:14:06,2025-04-02 6:14:18
1807357,cfb7d3f417b4d411,ended,r68fe8906e53,p48fdf065d6b,,40200,,FALSE,2025-07-31 1:29:34,2025-07-31 1:31:40
1620543,cbe633b4da1b54e8,ended,r89d84ea6160,,,81811,,FALSE,2025-06-30 9:34:44,2025-06-30 9:35:31
520994,cc0632ca5211,ended,r79e1c033f,p2ff70e75c34,,5514,,FALSE,2025-02-07 0:49:35,2025-02-07 0:50:01
1277226,c0ea4bfda500,ended,r62303d71c47,p121689fd9dc,,13442,,FALSE,2025-05-20 7:51:05,2025-05-20 7:54:26
1552322,c775b20d83d53466,ended,r9fa0878977a,,,78793,,TRUE,2025-06-19 2:03:10,2025-06-19 2:08:04
1380293,c9662452f293,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-01 8:53:38,2025-06-01 8:58:43
1935694,cb4b8df8d34c4428,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-08-20 17:02:04,2025-08-20 17:07:10
1849311,cc3205b9527e0450,ended,r763c548d068,pe373b902f5d,,47312,,FALSE,2025-08-06 19:58:06,2025-08-06 20:03:29
1482039,cf82a0b0abf0f42b,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-09 0:09:55,2025-06-09 0:10:04
1132211,c18fc57bd12e,ended,r27d33821d8b,p0f105b5b82e,,1,,FALSE,2025-04-25 3:27:58,2025-04-25 3:33:04
395783,cf969205d011,ended,r79e1c033f,p5317866,,5514,,FALSE,2025-01-08 19:05:13,2025-01-08 19:07:16
1216505,c22555b2d0f9,ended,r1f34871f3b8,p259c278f85a,,56720,,FALSE,2025-05-09 7:42:36,2025-05-09 7:43:41
1447425,c108e6d0599f64f5,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-04 11:02:26,2025-06-04 11:05:04
1606142,c519b296c0dd34e9,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-06-28 1:16:35,2025-06-28 1:19:13
1839005,c6426e677ea134eb,ended,r9d30b0e55ac,p304e0f72d06,,36529,,FALSE,2025-08-05 16:03:16,2025-08-05 16:27:33
1464785,c93c8fd520932419,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-06 4:41:46,2025-06-06 4:46:52
1429739,c99c94d2db23,ended,r9d30b0e55ac,pa025633fe44,,65350,,FALSE,2025-06-03 14:07:01,2025-06-03 14:08:19
2043360,cf7ce2dd414a843a,ended,r480d254890a,p75420a3ddd6,,5514,,FALSE,2025-09-06 11:07:36,2025-09-06 11:08:10
1855193,c67a31f23c13d482,ended,r9d30b0e55ac,p7dfe8fe9722,,94982,,FALSE,2025-08-07 14:19:27,2025-08-07 14:24:24
468962,c9551ef18ad5,ended,r79e1c033f,p0480f676516,,5514,,FALSE,2025-01-26 10:06:31,2025-01-26 10:06:57
1059874,cea79bb437eb,ended,r9aeb88bc642,p207ac8666bb,,48900,,FALSE,2025-04-14 23:35:24,2025-04-14 23:36:20
1108052,ca86a74d4388,ended,r14ea4b254d5,p8f8352b4fa4,,1,,FALSE,2025-04-22 8:29:48,2025-04-22 8:30:03
1363295,cc8172cde25d,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-05-31 8:29:45,2025-05-31 8:29:54
1789742,cd19f1e18846d468,ended,r9fa0878977a,pf35adc68fef,,41885,,FALSE,2025-07-28 20:07:14,2025-07-28 20:10:24
1400743,caf160edda77,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 8:26:54,2025-06-02 8:29:52
1200151,cc8dd79c4a13,ended,r27d33821d8b,p0f105b5b82e,,1,,FALSE,2025-05-07 0:49:53,2025-05-07 0:51:51
1771944,c2604ca277893435,ended,r92debe21318,pc783adf7fab,,36020,,FALSE,2025-07-24 21:40:05,2025-07-24 21:40:45
1158958,c341effc97f3,ended,r9d30b0e55ac,pe13ed370726,,51916,,TRUE,2025-04-29 18:25:53,2025-04-29 18:26:56
1770817,c6827073f8382479,ended,r6cedbc2a4bc,,,88891,,FALSE,2025-07-24 17:55:08,2025-07-24 17:55:55
1823478,c7caba83a45cb46e,ended,r9d30b0e55ac,p2a129152515,,87854,,FALSE,2025-08-02 16:55:40,2025-08-02 16:55:55
1622882,cd00780edd450495,ended,rf4703150052,p9a95912,,34453,,FALSE,2025-06-30 14:23:34,2025-06-30 14:31:16
1661898,c593c3caee94741b,ended,rf4703150052,p0f105b5b82e,,1,,FALSE,2025-07-07 16:09:23,2025-07-07 16:10:47
1554619,c5379d75104f643b,ended,rb17cf590e15,,,48064,,FALSE,2025-06-19 10:05:43,2025-06-19 10:08:41
512490,ccaeb079cbd2,ended,r79e1c033f,pcd434ba1cae,,36529,,FALSE,2025-02-05 11:29:22,2025-02-05 11:32:29
1611882,c88036cb90bed428,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-28 23:55:07,2025-06-28 23:57:14
1634980,cf9ae17ad80894d4,ended,r02a5af235dc,pa31d9dfb184,,63208,,FALSE,2025-07-02 1:07:48,2025-07-02 1:10:44
797107,cd2a144704c8,ended,r084238898,pccc3a162b3e,,35518,,TRUE,2025-03-19 21:40:02,2025-03-19 21:42:57
1471618,c78591893b63e4f4,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-07 0:34:48,2025-06-07 0:37:25
1692603,c1908ce921c8a4bc,ended,ra066ab28864,p2fbd605,,30367,,FALSE,2025-07-12 8:45:15,2025-07-12 8:46:49
1718310,c5f174341297d45f,ended,r0e739516da9,p19f29670176,,68616,,FALSE,2025-07-16 16:51:27,2025-07-16 16:55:25
1561041,cffc33d952059485,ended,r6ae5b6efc9d,p290e5289aa3,,42382,,FALSE,2025-06-20 8:13:59,2025-06-20 8:14:36
1542625,c474efbc64814413,ended,r43b10cce517,pcca912ab715,,69162,,FALSE,2025-06-17 17:43:35,2025-06-17 17:48:40
793310,c3ee65c2934e,ended,r480d254890a,p7418d6dc3a5,,5514,,FALSE,2025-03-19 13:39:24,2025-03-19 13:39:59
1587342,c902b1e1e8e16406,ended,rb17cf590e15,,,81111,,FALSE,2025-06-25 6:23:38,2025-06-25 6:28:45
1380329,c8d710b3e305,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-01 8:55:40,2025-06-01 9:00:46
1235977,c3212bd8939e,ended,rf4703150052,p17a5c3cb805,,30856,,FALSE,2025-05-13 12:54:01,2025-05-13 12:55:22
738713,cff09128fe68,ended,r79e1c033f,p4737646f3f4,,39728,,FALSE,2025-03-12 12:54:46,2025-03-12 12:57:53
1755019,c57a393e614ae4cc,ended,r4c41453d2,p4b5f26d2ad4,,5514,,FALSE,2025-07-22 14:55:39,2025-07-22 14:56:13
1318583,cd00449dae66,ended,r4317e64d25a,p77d1b4caebd,,67755,,FALSE,2025-05-27 19:55:03,2025-05-27 19:57:12
1397531,c2bd991ff292,ended,r43b10cce517,p9ae12000c97,,69162,,FALSE,2025-06-02 5:13:02,2025-06-02 5:13:30
1087474,ceef7b31d590,ended,rf7b76151d26,pe32bbeeba95,,56720,,TRUE,2025-04-18 13:00:38,2025-04-18 13:05:28
